[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=8
MAP_WIDTH=67
MAP_HEIGHT=65
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404443,404422,404422,404422,404422,404422,404422,404422,404422,404434,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,404444,
