[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=8
MAP_WIDTH=50
MAP_HEIGHT=50
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,5628,5628,304,400214,402041,5628,400214,402041,304,304,304,400011,304,304,304,304,304,304,304,400214,402041,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,5628,5628,320,401402,404120,5628,401402,404120,320,320,320,401100,320,320,320,320,320,320,320,401402,404120,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,5628,5628,3924,3924,3924,5628,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,400011,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,5628,5628,3924,3924,3924,5628,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,401100,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,397,5628,3924,3924,3924,400011,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,397,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,397,5628,3924,3924,3924,401100,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,397,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,3924,5628,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
5628,3924,5628,3924,3924,5628,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,3924,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,5628,
