[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=0
MAP_WIDTH=20
MAP_HEIGHT=60
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201402,204422,204434,204444,204443,204422,204120,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,201414,204444,204141,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,200214,202244,203444,204444,204344,202244,202041,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201414,204444,204444,204444,204444,204444,204141,0,0,0,0,0,0,0,
0,0,0,0,0,0,201402,204422,204422,204422,204422,204422,204120,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[MAPLAYER_1_END]
[MAPLAYER_2_START]
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,104443,104422,104422,104434,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,104141,8,9,101414,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,104141,16,17,101414,100000,100000,100000,100000,100000,100000,
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,104344,102244,102244,103444,100000,100000,100000,100000,100000,100000,
