[MAPDATA_TEXT_OUTPUT]
MAPDATA_EXIST=1
TILESET_ID=0
MAP_WIDTH=41
MAP_HEIGHT=81
MAPLAYER=3
[--MAP_START--]
[MAPLAYER_1_START]
1604444,1604444,1604444,1604443,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604433,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604422,1604433,1604422,1604422,1604422,1604422,1604422,1604422,1604434,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,529,529,529,529,529,529,529,529,1601111,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1601111,417,417,417,417,417,417,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,529,529,529,529,529,529,529,529,1601111,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1601111,417,417,417,417,417,417,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,537,537,537,537,537,537,537,537,1601111,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1601111,425,425,425,425,425,425,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,1601111,291,291,291,293,293,3147,3148,3148,3148,3149,293,293,291,291,291,1601111,291,291,291,291,291,291,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,1601100,291,291,291,293,293,3155,3156,3156,3156,3157,293,293,291,291,291,1601100,291,291,291,291,291,291,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,312,291,291,291,293,293,3155,3156,3156,3156,3157,293,293,291,291,291,291,291,291,291,291,291,291,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,312,291,291,291,293,293,3163,3164,3164,3164,3165,293,293,291,291,291,291,291,291,291,291,291,291,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,1600011,291,291,291,293,293,293,293,293,293,293,293,293,291,291,291,1600011,291,291,291,291,742,291,1601414,1604444,1604444,1604444,1604444,1604444,
1604444,1604444,1604444,1604141,312,312,312,312,312,312,312,312,1601111,291,291,291,293,293,293,293,293,293,293,293,293,291,291,291,1601111,291,291,291,291,291,291,1601414,1604444,1604444,1604444,1604444,1604444,
